                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    134,                 1.6863,                 1.4285,                0.99944,                0.69857,                0.72647,                0.71047,                0.34091,                 1.5853,                 1.2329,                0.98638,              0.0073666,              0.0073666,              0.0073666
                    135,                 1.6885,                 1.4361,                0.99574,                0.70084,                0.72445,                0.71015,                0.34097,                  1.586,                 1.2324,                0.98667,              0.0073468,              0.0073468,              0.0073468
                    136,                 1.6849,                 1.4203,                0.99964,                0.69915,                0.72659,                0.71024,                0.34101,                 1.5861,                 1.2317,                0.98661,               0.007327,               0.007327,               0.007327
                    137,                 1.6947,                 1.4273,                 1.0014,                0.69849,                0.72592,                0.71032,                0.34105,                 1.5862,                 1.2313,                0.98663,              0.0073072,              0.0073072,              0.0073072
                    138,                 1.6999,                 1.4277,                0.99891,                0.70036,                 0.7271,                0.71075,                0.34085,                 1.5862,                 1.2308,                0.98666,              0.0072874,              0.0072874,              0.0072874
                    139,                 1.6934,                 1.4353,                 1.0008,                0.70027,                0.72433,                0.71021,                0.34093,                 1.5851,                  1.231,                0.98637,              0.0072676,              0.0072676,              0.0072676
                    140,                 1.6933,                 1.4434,                0.99803,                 0.7017,                0.72532,                0.71049,                0.34094,                  1.585,                  1.231,                0.98638,              0.0072478,              0.0072478,              0.0072478
                    141,                 1.6913,                 1.4331,                0.99429,                0.70262,                0.72505,                0.71072,                0.34106,                 1.5849,                 1.2306,                0.98649,               0.007228,               0.007228,               0.007228
                    142,                 1.6938,                 1.4137,                0.99856,                0.70213,                0.72648,                0.71121,                0.34113,                 1.5852,                 1.2302,                0.98671,              0.0072082,              0.0072082,              0.0072082
                    143,                 1.6881,                 1.4101,                0.99507,                0.70281,                0.72671,                0.71137,                0.34099,                 1.5852,                 1.2298,                0.98668,              0.0071884,              0.0071884,              0.0071884
                    144,                 1.6902,                 1.4226,                 1.0005,                0.70309,                0.72658,                 0.7115,                0.34103,                 1.5864,                 1.2287,                0.98717,              0.0071686,              0.0071686,              0.0071686
                    145,                 1.6783,                 1.4163,                0.99961,                0.70377,                0.72605,                0.71122,                 0.3411,                 1.5863,                 1.2288,                0.98694,              0.0071488,              0.0071488,              0.0071488
