                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 3.1717,                 4.9797,                 1.6425,                0.20948,                 0.3727,                0.17355,                0.04707,                 2.4304,                  2.539,                 1.3086,              0.0033279,              0.0033279,              0.0033279
                      2,                 2.5396,                 2.9299,                 1.2911,                0.27576,                0.43484,                0.25214,                0.07521,                  2.415,                  2.075,                 1.2992,               0.006648,               0.006648,               0.006648
                      3,                 2.4474,                 2.5939,                 1.2486,                0.32481,                0.46339,                0.29429,                0.07457,                   2.73,                 1.8668,                 1.4496,               0.009955,               0.009955,               0.009955
                      4,                 2.4343,                 2.3201,                 1.2305,                0.36311,                0.56185,                0.38769,                0.13463,                 2.2295,                    1.8,                 1.2058,              0.0099406,              0.0099406,              0.0099406
                      5,                 2.3447,                 1.9913,                 1.2024,                0.45004,                0.49279,                0.42248,                0.13333,                  2.355,                 1.7752,                 1.2223,              0.0099208,              0.0099208,              0.0099208
                      6,                  2.323,                 1.8861,                 1.1982,                0.43116,                0.47219,                0.40913,                0.11599,                 2.3914,                 1.7324,                 1.2111,               0.009901,               0.009901,               0.009901
                      7,                 2.2849,                 1.7713,                 1.1846,                0.40061,                0.52863,                0.43201,                0.13748,                 2.3016,                 1.6377,                 1.1973,              0.0098812,              0.0098812,              0.0098812
                      8,                 2.2857,                 1.7277,                 1.1727,                0.50219,                0.54599,                 0.5138,                0.17982,                 2.1324,                 1.5605,                 1.1608,              0.0098614,              0.0098614,              0.0098614
                      9,                 2.2459,                  1.696,                 1.1675,                0.55797,                0.59457,                0.56814,                0.20524,                 2.1153,                 1.4638,                 1.1545,              0.0098416,              0.0098416,              0.0098416
                     10,                 2.2409,                 1.6461,                 1.1622,                 0.5929,                0.64612,                0.59275,                0.21867,                  2.159,                 1.3959,                 1.1793,              0.0098218,              0.0098218,              0.0098218
                     11,                 2.2008,                 1.6155,                 1.1545,                0.63926,                 0.6718,                0.62953,                0.23545,                 2.0918,                  1.363,                 1.1624,               0.009802,               0.009802,               0.009802
                     12,                 2.2051,                 1.6058,                 1.1609,                0.50113,                0.54466,                0.52654,                0.17653,                 2.3551,                 1.4665,                 1.2104,              0.0097822,              0.0097822,              0.0097822
